"Dato";"Valør";"Tekst";"";"Beløb";"Saldo";"Egen bilagsreference"
"02.01.2024";"02.01.2024";"Nets 0032 8822884                   -SE MEDD.";"";"1.217,42";"160.379,91";""
"02.01.2024";"02.01.2024";"Til EJENDOMS. CAROMAT";"";"-35.420,33";"124.959,58";""
"02.01.2024";"02.01.2024";"Henri Lee- inco";"";"-1.410,09";"123.549,49";""
"02.01.2024";"02.01.2024";"DK  3257668 108645108550 29.12";"";"4.931,00";"128.480,49";""
"02.01.2024";"02.01.2024";"DK  3257668 336320800000 29.12";"";"338,00";"128.818,49";""
"02.01.2024";"02.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-5.163,13";"123.655,36";""
"02.01.2024";"02.01.2024";"DK  3257668 108645108750 30.12";"";"2.963,00";"126.618,36";""
"02.01.2024";"02.01.2024";"DK  3257668 336420800000 30.12";"";"2.000,00";"128.618,36";""
"03.01.2024";"03.01.2024";"Overførsel                          -SE MEDD.";"";"10.325,25";"138.943,61";""
"03.01.2024";"03.01.2024";"Nets 0032 8822884                   -SE MEDD.";"";"1.727,82";"140.671,43";""
"03.01.2024";"03.01.2024";"Nets 0033 8822884                   -SE MEDD.";"";"6.830,84";"147.502,27";""
"03.01.2024";"03.01.2024";"PBS DK Abon 3257668 011223-311223";"";"-422,31";"147.079,96";""
"03.01.2024";"03.01.2024";"DK  3257668 108645109150 02.01";"";"3.000,50";"150.080,46";""
"03.01.2024";"03.01.2024";"Henri Lee-udlæg (Inco & gas)";"";"-3.500,00";"146.580,46";""
"04.01.2024";"04.01.2024";"Til DAKA DENMARK A/S";"";"-240,66";"146.339,80";""
"04.01.2024";"04.01.2024";"Mealo: 16086                        -SE MEDD.";"";"38.805,53";"185.145,33";""
"04.01.2024";"04.01.2024";"Nets 0034 8822884                   -SE MEDD.";"";"4.769,24";"189.914,57";""
"04.01.2024";"04.01.2024";"DK  3257668 108645109350 03.01";"";"633,00";"190.547,57";""
"05.01.2024";"05.01.2024";"Nets 0035 8822884                   -SE MEDD.";"";"3.471,53";"194.019,10";""
"05.01.2024";"05.01.2024";"DK  3257668 108645109550 04.01";"";"1.935,00";"195.954,10";""
"05.01.2024";"05.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-4.413,75";"191.540,35";""
"05.01.2024";"05.01.2024";"Hgl- silvan, hjem&fix, flügger";"";"-4.393,95";"187.146,40";""
"05.01.2024";"05.01.2024";"Henri Lee- udlæg";"";"-1.000,00";"186.146,40";""
"05.01.2024";"05.01.2024";"Til SJ.MEDIER ANN.";"";"-1.200,00";"184.946,40";""
"05.01.2024";"05.01.2024";"Til SJ.MEDIER ANN.";"";"-525,00";"184.421,40";""
"08.01.2024";"08.01.2024";"Mealo: 16238                        -SE MEDD.";"";"8.110,60";"192.532,00";""
"08.01.2024";"08.01.2024";"DK  3257668 108645109750 05.01";"";"3.479,00";"196.011,00";""
"08.01.2024";"08.01.2024";"DK  3257668 400520800000 05.01";"";"779,00";"196.790,00";""
"08.01.2024";"08.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-4.487,50";"192.302,50";""
"08.01.2024";"08.01.2024";"DK  3257668 108645109950 06.01";"";"1.751,00";"194.053,50";""
"08.01.2024";"08.01.2024";"DK  3257668 108645110150 07.01";"";"1.208,00";"195.261,50";""
"08.01.2024";"08.01.2024";"DK  3257668 400620800000 06.01";"";"2.758,00";"198.019,50";""
"09.01.2024";"09.01.2024";"Nets 0036 8822884                   -SE MEDD.";"";"3.260,02";"201.279,52";""
"09.01.2024";"09.01.2024";"Nets 0037 8822884                   -SE MEDD.";"";"3.705,88";"204.985,40";""
"09.01.2024";"09.01.2024";"Fakt. 45                            -SE MEDD.";"";"7.007,81";"211.993,21";""
"09.01.2024";"09.01.2024";"Overførsel                          -SE MEDD.";"";"10.548,95";"222.542,16";""
"10.01.2024";"10.01.2024";"LS 21865 CARLSBERG DANMARK A/S";"";"-5.701,40";"216.840,76";""
"10.01.2024";"10.01.2024";"DK  3257668 108645110450 09.01";"";"2.863,00";"219.703,76";""
"11.01.2024";"11.01.2024";"DK  3257668 108645110650 10.01";"";"3.417,00";"223.120,76";""
"11.01.2024";"11.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-4.433,88";"218.686,88";""
"11.01.2024";"11.01.2024";"Nets 0038 8822884                   -SE MEDD.";"";"5.043,34";"223.730,22";""
"11.01.2024";"11.01.2024";"Nets 0039 8822884                   -SE MEDD.";"";"1.733,78";"225.464,00";""
"11.01.2024";"11.01.2024";"Til Remondis";"";"-2.615,60";"222.848,40";""
"11.01.2024";"11.01.2024";"Wolt Drive INVWAWDNK1000005452";"";"-2.760,00";"220.088,40";""
"12.01.2024";"12.01.2024";"NETS terminalleje";"";"-1.046,25";"219.042,15";""
"12.01.2024";"12.01.2024";"Til Telenor A/S";"";"-378,38";"218.663,77";""
"12.01.2024";"12.01.2024";"Overførsel                          -SE MEDD.";"";"13.912,30";"232.576,07";""
"12.01.2024";"12.01.2024";"Nets 0040 8822884                   -SE MEDD.";"";"10.910,24";"243.486,31";""
"12.01.2024";"12.01.2024";"LS 21865 CARLSBERG DANMARK A/S";"";"-208,50";"243.277,81";""
"12.01.2024";"12.01.2024";"DK  3257668 108645110850 11.01";"";"5.698,10";"248.975,91";""
"12.01.2024";"12.01.2024";"DK  3257668 401120800000 11.01";"";"438,00";"249.413,91";""
"12.01.2024";"12.01.2024";"Feriepenge";"";"-7.953,87";"241.460,04";""
"15.01.2024";"15.01.2024";"Mealo: 16378                        -SE MEDD.";"";"23.068,26";"264.528,30";""
"15.01.2024";"15.01.2024";"Henri Lee - udlæg";"";"-1.000,00";"263.528,30";""
"15.01.2024";"15.01.2024";"DK  3257668 108645111050 12.01";"";"2.398,00";"265.926,30";""
"15.01.2024";"15.01.2024";"DK  3257668 401220800000 12.01";"";"828,00";"266.754,30";""
"15.01.2024";"15.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-7.466,63";"259.287,67";""
"15.01.2024";"15.01.2024";"Afdrag på gæld Jarvinen";"";"-10.000,00";"249.287,67";""
"15.01.2024";"15.01.2024";"DK  3257668 108645111250 13.01";"";"2.511,00";"251.798,67";""
"15.01.2024";"15.01.2024";"DK  3257668 108645111450 14.01";"";"1.162,00";"252.960,67";""
"15.01.2024";"15.01.2024";"DK  3257668 401320800000 13.01";"";"795,00";"253.755,67";""
"15.01.2024";"15.01.2024";"DK  3257668 401420800000 14.01";"";"1.110,00";"254.865,67";""
"16.01.2024";"16.01.2024";"Nets 0041 8822884                   -SE MEDD.";"";"4.090,91";"258.956,58";""
"16.01.2024";"16.01.2024";"Nets 0042 8822884                   -SE MEDD.";"";"3.767,94";"262.724,52";""
"17.01.2024";"17.01.2024";"Overførsel                          -SE MEDD.";"";"13.777,75";"276.502,27";""
"17.01.2024";"17.01.2024";"Nets 0043 8822884                   -SE MEDD.";"";"5.356,76";"281.859,03";""
"17.01.2024";"17.01.2024";"DK  3257668 108645111750 16.01";"";"3.926,50";"285.785,53";""
"17.01.2024";"17.01.2024";"DK  3257668 401620800000 16.01";"";"1.876,00";"287.661,53";""
"17.01.2024";"17.01.2024";"A-skat";"";"-37.644,00";"250.017,53";""
"18.01.2024";"18.01.2024";"Nets 0044 8822884                   -SE MEDD.";"";"2.376,75";"252.394,28";""
"18.01.2024";"18.01.2024";"DK  3257668 108645111950 17.01";"";"3.529,00";"255.923,28";""
"18.01.2024";"18.01.2024";"DK  3257668 401720800000 17.01";"";"551,00";"256.474,28";""
"18.01.2024";"18.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-2.717,50";"253.756,78";""
"18.01.2024";"18.01.2024";"Til SJ.MEDIER ANN.";"";"-525,00";"253.231,78";""
"18.01.2024";"18.01.2024";"Henri Lee udlæg - Hjem & Fix";"";"-1.245,00";"251.986,78";""
"19.01.2024";"19.01.2024";"DK  3257668 108645112150 18.01";"";"1.590,00";"253.576,78";""
"19.01.2024";"19.01.2024";"Nets 0045 8822884                   -SE MEDD.";"";"1.163,80";"254.740,58";""
"19.01.2024";"19.01.2024";"Til SJ.MEDIER ANN.";"";"-525,00";"254.215,58";""
"19.01.2024";"19.01.2024";"Til e-conomic.dk";"";"-1.020,81";"253.194,77";""
"22.01.2024";"22.01.2024";"Mealo: 16523                        -SE MEDD.";"";"29.829,39";"283.024,16";""
"22.01.2024";"22.01.2024";"Remondis";"";"-2.374,41";"280.649,75";""
"22.01.2024";"22.01.2024";"DK  3257668 108645112350 19.01";"";"3.184,00";"283.833,75";""
"22.01.2024";"22.01.2024";"DK  3257668 401920800000 19.01";"";"500,00";"284.333,75";""
"22.01.2024";"22.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-7.590,00";"276.743,75";""
"22.01.2024";"22.01.2024";"DK  3257668 108645112550 20.01";"";"4.461,00";"281.204,75";""
"22.01.2024";"22.01.2024";"DK  3257668 402020800000 20.01";"";"644,00";"281.848,75";""
"22.01.2024";"22.01.2024";"DK  3257668 402120800000 21.01";"";"579,00";"282.427,75";""
"22.01.2024";"22.01.2024";"Henri Lee - udlæg inco";"";"-13.500,00";"268.927,75";""
"23.01.2024";"23.01.2024";"Til SJ.MEDIER ANN.";"";"-525,00";"268.402,75";""
"23.01.2024";"23.01.2024";"Overførsel                          -SE MEDD.";"";"12.986,10";"281.388,85";""
"23.01.2024";"23.01.2024";"Nets 0046 8822884                   -SE MEDD.";"";"1.941,43";"283.330,28";""
"23.01.2024";"23.01.2024";"Nets 0047 8822884                   -SE MEDD.";"";"4.088,96";"287.419,24";""
"24.01.2024";"24.01.2024";"Nets 0048 8822884                   -SE MEDD.";"";"8.733,52";"296.152,76";""
"24.01.2024";"24.01.2024";"DK  3257668 108645113050 23.01";"";"3.842,01";"299.994,77";""
"24.01.2024";"24.01.2024";"DK  3257668 402320800000 23.01";"";"792,00";"300.786,77";""
"24.01.2024";"24.01.2024";"LS 41033 ESMILEY A/S";"";"-1.236,38";"299.550,39";""
"24.01.2024";"24.01.2024";"Udlæg André-inco";"";"-16.493,90";"283.056,49";""
"24.01.2024";"24.01.2024";"Henri Lee- udlæg";"";"-1.000,00";"282.056,49";""
"24.01.2024";"24.01.2024";"Henri Lee- udlæg- transport";"";"-550,02";"281.506,47";""
"25.01.2024";"25.01.2024";"Nets 0049 8822884                   -SE MEDD.";"";"793,41";"282.299,88";""
"25.01.2024";"25.01.2024";"DK  3257668 402420800000 24.01";"";"2.609,00";"284.908,88";""
"25.01.2024";"25.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-3.906,25";"281.002,63";""
"26.01.2024";"26.01.2024";"Nets 0050 8822884                   -SE MEDD.";"";"2.906,83";"283.909,46";""
"26.01.2024";"26.01.2024";"DK  3257668 108645112750 21.01";"";"2.754,00";"286.663,46";""
"26.01.2024";"26.01.2024";"DK  3257668 108645113250 24.01";"";"2.508,00";"289.171,46";""
"29.01.2024";"29.01.2024";"Mealo: 16674                        -SE MEDD.";"";"24.603,09";"313.774,55";""
"29.01.2024";"29.01.2024";"Overførsel                          -SE MEDD.";"";"9.737,80";"323.512,35";""
"29.01.2024";"29.01.2024";"DK  3257668 108645113450 25.01";"";"1.162,00";"324.674,35";""
"29.01.2024";"29.01.2024";"DK  3257668 108645113650 26.01";"";"4.238,00";"328.912,35";""
"29.01.2024";"29.01.2024";"DK  3257668 402620800000 26.01";"";"1.299,50";"330.211,85";""
"29.01.2024";"29.01.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-5.333,75";"324.878,10";""
"29.01.2024";"29.01.2024";"DK  3257668 108645113850 27.01";"";"2.937,00";"327.815,10";""
"29.01.2024";"29.01.2024";"DK  3257668 108645114050 28.01";"";"1.383,00";"329.198,10";""
"29.01.2024";"29.01.2024";"DK  3257668 402720800000 27.01";"";"939,60";"330.137,70";""
"29.01.2024";"29.01.2024";"DK  3257668 402820800000 28.01";"";"1.573,00";"331.710,70";""
"29.01.2024";"29.01.2024";"Udlæg André";"";"-10.357,43";"321.353,27";""
"30.01.2024";"30.01.2024";"Nets 0051 8822884                   -SE MEDD.";"";"2.854,87";"324.208,14";""
"30.01.2024";"30.01.2024";"Nets 0052 8822884                   -SE MEDD.";"";"5.025,80";"329.233,94";""
"30.01.2024";"30.01.2024";"Wolt Drive INVWAWDNK1000006224";"";"-3.381,25";"325.852,69";""
"30.01.2024";"30.01.2024";"Løn";"";"-99.048,76";"226.803,93";""
"30.01.2024";"30.01.2024";"Overførsel";"";"-116,35";"226.687,58";""
"31.01.2024";"31.01.2024";"Omkostninger, Netbank og Mobilbank";"";"-112,00";"226.575,58";""
"31.01.2024";"31.01.2024";"Til Onlinepos Aps";"";"-2.122,50";"224.453,08";""
"31.01.2024";"31.01.2024";"Til Telenor A/S";"";"-857,69";"223.595,39";""
"31.01.2024";"31.01.2024";"Nets 0053 8822884                   -SE MEDD.";"";"5.361,40";"228.956,79";""
"31.01.2024";"31.01.2024";"Fra Tania Damsgaard                 -SE MEDD.";"";"250,00";"229.206,79";""
"01.02.2024";"01.02.2024";"Nets 0054 8822884                   -SE MEDD.";"";"1.826,73";"231.033,52";""
"01.02.2024";"01.02.2024";"DK  3257668 108645114350 30.01";"";"2.255,00";"233.288,52";""
"01.02.2024";"01.02.2024";"DK  3257668 108645114550 31.01";"";"2.786,00";"236.074,52";""
"01.02.2024";"01.02.2024";"DK  3257668 403120800000 31.01";"";"1.852,00";"237.926,52";""
"01.02.2024";"01.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-4.823,75";"233.102,77";""
"02.02.2024";"02.02.2024";"Overførsel                          -SE MEDD.";"";"16.226,20";"249.328,97";""
"02.02.2024";"02.02.2024";"Nets 0055 8822884                   -SE MEDD.";"";"3.202,61";"252.531,58";""
"02.02.2024";"02.02.2024";"DK  3257668 108645114750 01.02";"";"3.596,00";"256.127,58";""
"02.02.2024";"02.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-2.717,50";"253.410,08";""
"05.02.2024";"05.02.2024";"Mealo: 16825                        -SE MEDD.";"";"26.240,09";"279.650,17";""
"05.02.2024";"05.02.2024";"Til SJ.MEDIER ANN.";"";"-525,00";"279.125,17";""
"05.02.2024";"05.02.2024";"Til NRGI ELSALG A/S";"";"-9.541,87";"269.583,30";""
"05.02.2024";"05.02.2024";"Til KOSAN GAS A/S";"";"-1.498,76";"268.084,54";""
"05.02.2024";"05.02.2024";"Til 4387 2043459";"";"-3.053,46";"265.031,08";""
"05.02.2024";"05.02.2024";"DK  3257668 108645114950 02.02";"";"5.215,00";"270.246,08";""
"05.02.2024";"05.02.2024";"DK  3257668 403320800000 02.02";"";"415,00";"270.661,08";""
"05.02.2024";"05.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-4.482,75";"266.178,33";""
"05.02.2024";"05.02.2024";"LS 47422 DAKA DENMARK A/S";"";"-678,21";"265.500,12";""
"05.02.2024";"05.02.2024";"DK  3257668 108645115150 03.02";"";"3.825,00";"269.325,12";""
"05.02.2024";"05.02.2024";"DK  3257668 108645115350 04.02";"";"10.777,00";"280.102,12";""
"05.02.2024";"05.02.2024";"DK  3257668 403420800000 03.02";"";"338,00";"280.440,12";""
"05.02.2024";"05.02.2024";"DK  3257668 403520800000 04.02";"";"397,00";"280.837,12";""
"06.02.2024";"06.02.2024";"Nets 0056 8822884                   -SE MEDD.";"";"4.504,64";"285.341,76";""
"06.02.2024";"06.02.2024";"Nets 0057 8822884                   -SE MEDD.";"";"4.783,11";"290.124,87";""
"06.02.2024";"06.02.2024";"ATP";"";"-2.461,30";"287.663,57";""
"07.02.2024";"07.02.2024";"Overførsel                          -SE MEDD.";"";"11.828,35";"299.491,92";""
"07.02.2024";"07.02.2024";"Nets 0058 8822884                   -SE MEDD.";"";"6.414,56";"305.906,48";""
"07.02.2024";"07.02.2024";"PBS DK Abon 3257668 010124-310124";"";"-415,64";"305.490,84";""
"07.02.2024";"07.02.2024";"LS 21865 CARLSBERG DANMARK A/S";"";"-4.219,71";"301.271,13";""
"07.02.2024";"07.02.2024";"DK  3257668 108645115650 06.02";"";"1.405,00";"302.676,13";""
"07.02.2024";"07.02.2024";"DK  3257668 403720800000 06.02";"";"1.913,00";"304.589,13";""
"07.02.2024";"07.02.2024";"Til EJENDOMS. CAROMAT";"";"-37.989,13";"266.600,00";""
"07.02.2024";"07.02.2024";"Til SPG A/S";"";"-2.672,25";"263.927,75";""
"07.02.2024";"07.02.2024";"Marius Dud.udlæg LG";"";"-8.619,48";"255.308,27";""
"07.02.2024";"07.02.2024";"P Bon-udlæg LG";"";"-16.108,33";"239.199,94";""
"08.02.2024";"08.02.2024";"Nets 0059 8822884                   -SE MEDD.";"";"1.729,81";"240.929,75";""
"08.02.2024";"08.02.2024";"DK  3257668 108645115850 07.02";"";"5.023,00";"245.952,75";""
"08.02.2024";"08.02.2024";"DK  3257668 403820800000 07.02";"";"2.461,00";"248.413,75";""
"08.02.2024";"08.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-4.562,50";"243.851,25";""
"09.02.2024";"09.02.2024";"Nets 0060 8822884                   -SE MEDD.";"";"1.054,57";"244.905,82";""
"09.02.2024";"09.02.2024";"DK  3257668 108645116050 08.02";"";"2.446,00";"247.351,82";""
"09.02.2024";"09.02.2024";"DK  3257668 403920800000 08.02";"";"520,00";"247.871,82";""
"09.02.2024";"09.02.2024";"Til SPG A/S";"";"-1.936,25";"245.935,57";""
"12.02.2024";"12.02.2024";"Mealo: 16976                        -SE MEDD.";"";"28.960,00";"274.895,57";""
"12.02.2024";"12.02.2024";"DK  3257668 108645116250 09.02";"";"3.663,00";"278.558,57";""
"12.02.2024";"12.02.2024";"DK  3257668 404020800000 09.02";"";"1.217,80";"279.776,37";""
"12.02.2024";"12.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-8.935,75";"270.840,62";""
"12.02.2024";"12.02.2024";"DK  3257668 108645116450 10.02";"";"2.507,00";"273.347,62";""
"12.02.2024";"12.02.2024";"DK  3257668 108645116650 11.02";"";"1.336,00";"274.683,62";""
"12.02.2024";"12.02.2024";"DK  3257668 404120800000 10.02";"";"400,00";"275.083,62";""
"12.02.2024";"12.02.2024";"DK  3257668 404220800000 11.02";"";"726,00";"275.809,62";""
"12.02.2024";"12.02.2024";"A-skat";"";"-40.668,00";"235.141,62";""
"13.02.2024";"13.02.2024";"Overførsel                          -SE MEDD.";"";"17.905,60";"253.047,22";""
"13.02.2024";"13.02.2024";"Nets 0061 8822884                   -SE MEDD.";"";"595,80";"253.643,02";""
"13.02.2024";"13.02.2024";"Nets 0062 8822884                   -SE MEDD.";"";"2.922,92";"256.565,94";""
"14.02.2024";"14.02.2024";"Nets 0063 8822884                   -SE MEDD.";"";"6.821,10";"263.387,04";""
"14.02.2024";"14.02.2024";"DK  3257668 108645116950 13.02";"";"3.628,00";"267.015,04";""
"14.02.2024";"14.02.2024";"Feriepenge";"";"-8.643,95";"258.371,09";""
"15.02.2024";"15.02.2024";"Nets 0064 8822884                   -SE MEDD.";"";"2.552,89";"260.923,98";""
"15.02.2024";"15.02.2024";"DK  3257668 108645117150 14.02";"";"4.997,00";"265.920,98";""
"15.02.2024";"15.02.2024";"DK  3257668 404520800000 14.02";"";"449,00";"266.369,98";""
"15.02.2024";"15.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-3.970,00";"262.399,98";""
"16.02.2024";"16.02.2024";"DK  3257668 108645117350 15.02";"";"5.821,00";"268.220,98";""
"16.02.2024";"16.02.2024";"DK  3257668 404620800000 15.02";"";"2.252,00";"270.472,98";""
"16.02.2024";"16.02.2024";"Nets 0065 8822884                   -SE MEDD.";"";"5.403,57";"275.876,55";""
"16.02.2024";"16.02.2024";"Sjællandske Medier A/S";"";"-525,00";"275.351,55";""
"16.02.2024";"16.02.2024";"Til SJ.MEDIER ANN.";"";"-525,00";"274.826,55";""
"19.02.2024";"19.02.2024";"Mealo: 17125                        -SE MEDD.";"";"22.079,39";"296.905,94";""
"19.02.2024";"19.02.2024";"Overførsel                          -SE MEDD.";"";"11.076,60";"307.982,54";""
"19.02.2024";"19.02.2024";"Udlæg André-Inco";"";"-28.494,85";"279.487,69";""
"19.02.2024";"19.02.2024";"DK  3257668 108645117550 16.02";"";"3.110,00";"282.597,69";""
"19.02.2024";"19.02.2024";"DK  3257668 404720800000 16.02";"";"2.044,00";"284.641,69";""
"19.02.2024";"19.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-4.457,50";"280.184,19";""
"19.02.2024";"19.02.2024";"DK  3257668 108645117850 17.02";"";"5.345,80";"285.529,99";""
"19.02.2024";"19.02.2024";"DK  3257668 108645118050 18.02";"";"495,00";"286.024,99";""
"19.02.2024";"19.02.2024";"DK  3257668 404820800000 17.02";"";"1.612,00";"287.636,99";""
"19.02.2024";"19.02.2024";"DK  3257668 404920800000 18.02";"";"2.998,00";"290.634,99";""
"20.02.2024";"20.02.2024";"Nets 0066 8822884                   -SE MEDD.";"";"3.841,74";"294.476,73";""
"20.02.2024";"20.02.2024";"Nets 0067 8822884                   -SE MEDD.";"";"4.161,67";"298.638,40";""
"21.02.2024";"21.02.2024";"Henri Lee - udlæg inco";"";"-5.255,67";"293.382,73";""
"21.02.2024";"21.02.2024";"Nets 0068 8822884                   -SE MEDD.";"";"6.542,21";"299.924,94";""
"21.02.2024";"21.02.2024";"LS 21865 CARLSBERG DANMARK A/S";"";"-2.295,71";"297.629,23";""
"21.02.2024";"21.02.2024";"DK  3257668 108645118350 20.02";"";"3.964,00";"301.593,23";""
"21.02.2024";"21.02.2024";"DK  3257668 405120800000 20.02";"";"579,00";"302.172,23";""
"22.02.2024";"22.02.2024";"Overførsel                          -SE MEDD.";"";"9.962,60";"312.134,83";""
"22.02.2024";"22.02.2024";"Nets 0069 8822884                   -SE MEDD.";"";"1.384,23";"313.519,06";""
"22.02.2024";"22.02.2024";"DK  3257668 108645118550 21.02";"";"5.098,20";"318.617,26";""
"22.02.2024";"22.02.2024";"DK  3257668 405220800000 21.02";"";"1.557,00";"320.174,26";""
"22.02.2024";"22.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-4.901,00";"315.273,26";""
"22.02.2024";"22.02.2024";"Netbank gebyr oprettelse af kont";"";"-175,00";"315.098,26";""
"22.02.2024";"22.02.2024";"Til Telenor - Arhaan Thai";"";"-0,41";"315.097,85";""
"22.02.2024";"22.02.2024";"Til Remondis";"";"-2.627,86";"312.469,99";""
"22.02.2024";"22.02.2024";"Udlæg André";"";"-11.561,06";"300.908,93";""
"22.02.2024";"22.02.2024";"Til Verisure A/S";"";"-756,65";"300.152,28";""
"23.02.2024";"23.02.2024";"Nets 0070 8822884                   -SE MEDD.";"";"4.501,67";"304.653,95";""
"23.02.2024";"23.02.2024";"Udbetaling fra SKAT                 -SE MEDD.";"";"370,29";"305.024,24";""
"23.02.2024";"23.02.2024";"DK  3257668 108645118750 22.02";"";"2.627,00";"307.651,24";""
"23.02.2024";"23.02.2024";"Til SJ.MEDIER ANN.";"";"-525,00";"307.126,24";""
"23.02.2024";"23.02.2024";"Afdrag lån Jarvinen";"";"-10.000,00";"297.126,24";""
"23.02.2024";"23.02.2024";"Tingstad                            -SE MEDD.";"";"-6.329,00";"290.797,24";""
"26.02.2024";"26.02.2024";"Mealo: 17281                        -SE MEDD.";"";"22.718,61";"313.515,85";""
"26.02.2024";"26.02.2024";"DK  3257668 108645118950 23.02";"";"5.912,00";"319.427,85";""
"26.02.2024";"26.02.2024";"DK  3257668 405420800000 23.02";"";"1.220,00";"320.647,85";""
"26.02.2024";"26.02.2024";"LS 46868 THAI FRESH IMPORT/EKSPORT";"";"-6.877,50";"313.770,35";""
"26.02.2024";"26.02.2024";"DK  3257668 108645119150 24.02";"";"2.650,00";"316.420,35";""
"26.02.2024";"26.02.2024";"DK  3257668 108645119350 25.02";"";"2.844,00";"319.264,35";""
"26.02.2024";"26.02.2024";"DK  3257668 405520800000 24.02";"";"2.273,00";"321.537,35";""
"26.02.2024";"26.02.2024";"DK  3257668 405620800000 25.02";"";"890,00";"322.427,35";""
"27.02.2024";"27.02.2024";"Til Verisure A/S";"";"-950,00";"321.477,35";""
"27.02.2024";"27.02.2024";"Overførsel                          -SE MEDD.";"";"19.040,45";"340.517,80";""
"27.02.2024";"27.02.2024";"Nets 0071 8822884                   -SE MEDD.";"";"3.899,50";"344.417,30";""
"27.02.2024";"27.02.2024";"Nets 0072 8822884                   -SE MEDD.";"";"4.793,72";"349.211,02";""
"27.02.2024";"27.02.2024";"Omkostninger, Netbank og Mobilbank";"";"-2.500,00";"346.711,02";""
"28.02.2024";"28.02.2024";"LS 21865 CARLSBERG DANMARK A/S";"";"-1.587,50";"345.123,52";""
"28.02.2024";"28.02.2024";"DK  3257668 108645119550 27.02";"";"1.348,00";"346.471,52";""
"28.02.2024";"28.02.2024";"Nets 0073 8822884                   -SE MEDD.";"";"6.270,03";"352.741,55";""
"28.02.2024";"28.02.2024";"Løn";"";"-98.603,28";"254.138,27";""
"28.02.2024";"28.02.2024";"Overførsel";"";"-103,51";"254.034,76";""
"29.02.2024";"29.02.2024";"Omkostninger, Netbank og Mobilbank";"";"-138,00";"253.896,76";""
"29.02.2024";"29.02.2024";"1 Visa Debit, årlig kortbetaling";"";"-150,00";"253.746,76";""
"29.02.2024";"29.02.2024";"Wolt Drive";"";"-4.442,50";"249.304,26";""
"29.02.2024";"29.02.2024";"Til Onlinepos Aps";"";"-2.122,50";"247.181,76";""
"29.02.2024";"29.02.2024";"Til NRGI ELSALG A/S";"";"-11.031,84";"236.149,92";""
"29.02.2024";"29.02.2024";"DK  3257668 108645119750 28.02";"";"2.936,00";"239.085,92";""
